nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Guarianthe patini alba;R$ 20,00;novidades;4;;;;50% sombreamento;
Jumellea comorensis;R$ 30,00;novidades;4;;;;;Umidade: Média
Maxillaria robusta;R$ 25,00;novidades;4;;Cultivo: fácil, manter a meia sombra;;Sombreamento de 60%;
Pleurothallis ochreata;R$ 50,00;novidades;4;;"Cultivo: Muito fácil, pode ser plantada em vaso com substrato de boa drenagem, em placas de madeira, ou em ""lequinhos"". Cuidar para ter regas contínuas, boa ventilação e iluminação em torno de 50%.";;;
Pleurothallis sonderana;R$ 25,00;novidades;4;;;;50% sombreamento;
Sauroglossum elatum;R$ 35,00;novidades;4;;;;;
"(Potinara Sally Taylor x Blc. Owen Holmes) ""Oriental""";R$ 40,00;novidades;4;;Cultivo: Média experiência;;50% sombreamento;
Hoffmannseggella rupestris x Cattleya loddigesii aquinii;R$ 28,00;novidades;4;;Cultivo: fácil, como uma Cattleya. Planta que gosta de local quente e bastante luz, acima de 50%.;;;
Dendrobium venustum;R$ 50,00;novidades;4;;Cultivo: Fácil.;;Sombreamento: 50%;
Hadrolaelia alaori x praestans suave orlata;R$ 25,00;novidades;4;;Cultivo: Médio;;50% sombreamento;
Doritis pulcherrima coerulea  Com haste floral, Abril de 2021;R$ 40,00;novidades;4;;;;indireta de 60% ;
Masdevallia stirpis;R$ 40,00;novidades;4;;;Clima Intermediário de 10 a 32ºC;;
Paph.  Honey Dew x helenae;R$ 45,00;novidades;4;;;;50% sombreamento;
Paphiopedilum Watercolor Artist x Superhews;R$ 45,00;novidades;4;;;;50% sombreamento;
Paphiopedilum bellatulum x exul;R$ 50,00;novidades;4;;;;50% sombreamento;
Paphiopedillum Dame Janet Baker x Emerald Sea;R$ 40,00;novidades;4;;;;50% sombreamento;
Brassidium Tigerlily;R$ 35,00;oncidium;4;;;Clima:  Temperada;60% de sombreamento; Plantas com necessidades de umidade constante
Brassia Rex;R$ 35,00;oncidium;4;;A planta é muito robusta e de fácil cultivo, desde que ela fique em um local bem úmido do orquidário. A luz que ela necessita é um pouco mais fraca do que a destinada às cattleyas. ;;;
"Brassia Eternal Wind "" Summer Dream""";R$ 35,00;oncidium;4;;A planta é muito robusta e de fácil cultivo, desde que ela fique em um local bem úmido do orquidário. A luz que ela necessita é um pouco mais fraca do que a destinada às cattleyas. ;;;
Baptistonia silvana;R$ 25,00;oncidium;4;;Cultivo: Média experiência ;Clima: Quente;; Plantas com necessidades de maior umidade ambiente e substrato levemente úmido
"Rossioglossum grande Tamanho: 3""";R$ 25,00;oncidium;4;;Cultivo: complicado para quem mora em regiões muito quentes.;;;
Miltonidium Bartley Schwartz;R$ 35,00;oncidium;4;;;;;
Brassia Nanboh Breeze;R$ 35,00;oncidium;4;;A planta é muito robusta e de fácil cultivo, desde que ela fique em um local bem úmido do orquidário. A luz que ela necessita é um pouco mais fraca do que a destinada às cattleyas. ;;;
"Oncidium Gower Ramsey ""Sunkist""";R$ 25,00;oncidium;4;;"Cultivo : pouca experiência";;50% sombreamento;
Miltassia Royal Robe;R$ 35,00;oncidium;4;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;
Rodretia Fiesta Oriental;R$ 25,00;oncidium;4;;Cultivo:  Pouca experiência;;50% sombreamento;
Beallara Tahoma Glacier;R$ 25,00;oncidium;4;;;;50% sombreamento; Plantas com necessidades de maior umidade ambiente e substrato levemente úmido
"Miltassia Shelob ""Tolkien""";R$ 30,00;oncidium;4;;;;50% sombreamento; Plantas com necessidades de maior umidade ambiente e substrato levemente úmido
"Oncidium  Sharry Baby ""Sweet Fragance"" Com haste floral, Abril de 2021";R$ 30,00;oncidium;4;;;;50% sombreamento; Plantas com necessidades de umidade constante
Oncidium Sweet Sugar;R$ 25,00;oncidium;4;;;;;
Oncidium John Hainworth;R$ 30,00;oncidium;4;;"Cultivo: Pouca experiência";;50% sombreamento;
Oncidium  Ruths Rainbow;R$ 30,00;oncidium;4;;;;50% sombreamento;
"Bratonia Citron ""Oriental""";R$ 25,00;oncidium;4;;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 60 a 70%;
Oncidium  Mini Cherry;R$ 25,00;oncidium;4;;;;Sombreamento: 60%;
Rodriguezia venusta;R$ 30,00;oncidium;4;;Cultivo: Todas as plantas deste gênero gostam de ter as raízes expostas, aéreas, por isso melhor cultivar em caixetas com substrato de muita boa drenagem ou instaladas em pedaços de madeira rígida. Prefere umidade atmosférica alta.;;; Prefere umidade atmosférica alta
Miltonia Sunset;R$ 25,00;oncidium;4;;Cultivo requisita pouca experiência;;50% sombreamento;
Brassada Orange Delight;R$ 30,00;oncidium;4;;;Clima: Temperada;60% de sombreamento; Plantas com necessidades de umidade constante
Gomesa recurva;R$ 30,00;oncidium;4;;"Cultivo: Extremamente fácil, podendo ser cultivada com diversos tipos de substrato em vasos de barro, vasos plásticos, caixetas ou mesmo pedaços de madeira rígida; em locais com alta luminosidade, bom arejamento e muita luz. Prefere ter as raízes soltas.";;;
"Rodretia Fiesta "" Caribe""";R$ 25,00;oncidium;4;;" Cultivo: Pouca experiência Substrato; Sfagnum, Fibra de côco, pínus e carvão Vaso: Plástico, barro ou placas. Rega: Sempre o substrato estiver seco. Mas a planta se adapta melhor em placas, pois não gosta de umidade ao redor das raízes";;50% sombreamento ;o gosta de umidade ao redor das raízes
Rodrigueziella handroi;R$ 25,00;oncidium;4;;"Cultivo: fácil, podendo ser cultivada com diversos tipos de substrato em vasos de barro, vasos plásticos, caixetas ou mesmo placas; em locais com alta luminosidade, bom arejamento e boa luminosidade, evitando-se sol direto. Manter as raízes bem arejadas.";;;
Chysis bractescens;R$ 60,00;outros;4;;;;;
Pholidota imbricata;R$ 70,00;outros;4;;Cultivo:  Pouca experiência;;50% sombreamento;
Aspasia silvana;R$ 25,00;outros;4;;;;60% sombreamento;
Lockhartia lunifera;R$ 25,00;outros;4;;;;50% sombreamento;
Dinema polybulbon;R$ 20,00;outros;4;;;Clima  Intermediário  de 10 a 32ºC;;
Eria hyacinthoides;R$ 40,00;outros;4;;;Clima  Intermediário  de 10 a 35ºC;;
Dendrochilum glumaceum;R$ 50,00;outros;4;;;;;
Angraecum didieriMicro orquidea;R$ 25,00;outros;4;;;Clima  Intermediário de 10 a  35ºC;;
Ceratostylis rubra;R$ 25,00;outros;4;;;;50% sombreamento ;
Grammatophyllum scriptum;R$ 50,00;outros;4;;;;40% sombreamento;
Eria stricta;R$ 20,00;outros;4;;;;50% sombreamento;
Angraecum eichilerianum;R$ 25,00;outros;4;;Cultivo: Fácil.;;;
"Stanhopea insigne x Stanhopea tigrinaTamanho: 3""";R$ 25,00;outros;4;;Cultivo: Fácil.;;;
Anguloa brevilabris;R$ 25,00;outros;4;;Cultivo:  Média experiência, após a floração perde as folhas. Épocas de crescimento muita adubação e regas constantes. No verão deixar em locais mais frescos.;;70% sombreamento; Plantas com necessidades de umidade constante
Ornithophora radicans;R$ 15,00;outros;4;;Cultivo: Fácil;;; Plantas com necessidades de umidade constante
"Angraecum sesquipedaletamanho: 3"", orquidea Cometa";R$ 25,00;outros;4;;Cultivo:  Média experiência;;50% sombreamento;
Eria rosea;R$ 40,00;outros;4;;;;50% sombreamento;
Aspasia lunata;R$ 20,00;outros;4;;;;60% sombreamento;
"Anguloa ruckeriiTamanho: 3""";R$ 20,00;outros;4;;Cultivo:  Média experiência, após a floração perde as folhas. Épocas de crescimento muita adubação e regas constantes. No verão deixar em locais mais frescos.;;70% sombreamento; Plantas com necessidades de umidade constante
Bifrenaria inodora;R$ 25,00;outros;4;;Cultivo: fácil.;;;
Liparis nutans;R$ 40,00;outros;4;;Cultivo: Fácil.;;Sombreamento de 50%;
Stellis argentata;R$ 20,00;outros;4;;;;;
Arpophyllum giganteum;R$ 45,00;outros;4;;"Cultivo: fácil.";;;
Jumellea sagittata;R$ 80,00;outros;4;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oeoniella polystachys;R$ 40,00;outros;4;;Cultivo: fácil.;;;
Peristeria elata Orquidea Espirito Santo / Divino;R$ 60,00;outros;4;;;;;
Dendrochilum magnum;R$ 60,00;outros;4;;;;50% sombreamento;
"Ansellia africanaTamanho da planta: 5""";R$ 35,00;outros;4;; Dependendo o cultivo pode sim estar caindo as folhas traseiras;;Sombreamento: 70%;Umidade no Ambiente: Média
Barbosella australis;R$ 25,00;outros;4;;Cultivo:;Clima: Moderado;;Necessita de boa umidade ambiente
"Xilobium variegatum Tamanho:3""";R$ 15,00;outros;4;;;;sombreamento;
Pabstiella hypnicola  Micro orquidea;R$ 20,00;outros;4;;;;;
Stelis megantha;R$ 20,00;outros;4;;;;60% de sombreamento;
Coelia triptera;R$ 60,00;outros;4;;;Clima: quente e úmido;luminosidade media recebe luz de forma indireta;
"Dendrochilum wenzelii Tamanho: 3""";R$ 65,00;outros;4;;;;;
"Bifrenaria harrisoniae ""Yellow""";R$ 20,00;outros;4;;Cultivo: fácil.;;sombreamento de 50 a 70%;
"Bifrenaria tetragonaTamanho: 4""";R$ 25,00;outros;4;;Cultivo: fácil.;;sombreamento de 50 a 60%;
Dendrochilum tenellum;R$ 60,00;outros;4;;;;Sombreamento: 60%;
Gongora sp;R$ 35,00;outros;4;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Stanhopea Bueraremensis x Stanhopea Nicaraguensis;R$ 90,00;outros;4;;Cultivo: Fácil.;;;
"Coelogyne pandurataTamanho: 6""";R$ 35,00;outros;4;;;;;
Cochleanthes candida;R$ 22,00;outros;4;;;;70% sombreamento;
Lycaste;R$ 50,00;outros;4;;;;;
Phaius tankervilleae orquidea capuz-de-freira;R$ 22,00;outros;4;;Cultivo: muito fácil, planta terrícola (que vive na terra), porém pode ser plantada em substrato próprio para orquídea (musgo ou casca de pinus). Gosta de ambientes com pouca luz, cerca de 30-40%. Espécie que também gosta de umidade e calor.;;;m gosta de umidade e calor
Phaius tankervilleae alba x self  Orquidea capuz-de-freira;R$ 25,00;outros;4;;Cultivo: muito fácil, planta terrícola (que vive na terra), porém pode ser plantada em substrato próprio para orquídea (musgo ou casca de pinus). Gosta de ambientes com pouca luz, cerca de 30-40%. Espécie que também gosta de umidade e calor.;;;m gosta de umidade e calor
"Angraecum magdalenaeTamanho: 3""";R$ 25,00;outros;4;;Cultivo: fácil, desde que mantida sempre úmida.;;;
Cycnodes Opalina;R$ 65,00;outros;4;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60%;Umidade no Ambiente: Média
"Panarica ionocentraTamanho: 3""";R$ 25,00;outros;4;;Cultivo: Fácil;;;
"Stanhopea grandiflora  Tamanho: 3""";R$ 25,00;outros;4;;Cultivo: fácil, a planta gosta de ambientes úmidos e clima ameno. ;clima ameno;em torno de 40%; em locais com umidade alta
"Trichopilia hennisiana  Tamanho: 3""";R$ 65,00;outros;4;;Cultivo: planta de regiões montanhosas, de temperatura moderada e luminosidade média, pode ser cultivada em qualquer vaso com substratos que ofereçam boa drenagem, mas que mantenham boa umidade, sem encharcar.;;m;
Vanilla planifolia  Orquidea Baunilha;R$ 65,00;outros;4;;;;;
Liparis crenulata;R$ 65,00;outros;4;;Cultivo fácil. ;;Sombreamento: 50 porcento;
Sarcochillus Heidi x Kulrura Rose Red;R$ 50,00;outros;4;;Cultivo: cultivar em locais com boa umidade atmosférica e ventilação. Não suportam encharcamento e gostam das raízes soltas. Necessita de aproximadamente 50 a 60% da luz solar  incidente.;;; cultivar em locais com boa umidade atmosférica e ventilação
Jumellea arborescens;R$ 28,00;outros;4;;Cultivo: relativamente fácil, porém gosta das raízes livres e prefere clima mais ameno, em locais com alta umidade atmosférica e muita luminosidade.;;; em locais com alta umidade atmosférica e muita luminosidade
Pabstiella pristeoglossa  Microorquidea;R$ 20,00;outros;4;;Cultivo: fácil, planta que gosta de ambientes úmidos e ventilados, luminosidade em cerca de 60%.;;em cerca de 60%;
Sarcochillus Trick Spike x Viney;R$ 45,00;outros;4;;Cultivo: cultivar em locais com boa umidade atmosférica e ventilação. Não suportam encharcamento e gostam das raízes soltas. Necessita de aproximadamente 50 a 60% da luz solar incidente.;;; cultivar em locais com boa umidade atmosférica e ventilação
Sarcochillus Royal Ruby;R$ 50,00;outros;4;;Cultivo: cultivar em locais com boa umidade atmosférica e ventilação. Não suportam encharcamento e gostam das raízes soltas. Necessita de aproximadamente 50 a 60% da luz solar incidente.;;; cultivar em locais com boa umidade atmosférica e ventilação
Sarcochilus Heidi x Zoe;R$ 60,00;outros;4;;Cultivo: cultivar em locais com boa umidade atmosférica e ventilação. Não suportam encharcamento e gostam das raízes soltas. Necessita de aproximadamente 50 a 60% da luz solar incidente.;;; cultivar em locais com boa umidade atmosférica e ventilação
"Sarcochilus Heidi x Kulnura ""Red""";R$ 65,00;outros;4;;" Cultivo: cultivar em locais com boa umidade atmosférica e ventilação. Não suportam encharcamento e gostam das raízes soltas. Necessita de aproximadamente 50 a 60% da luz solar incidente. Floração: primavera - verão. Tamanho quando adulta: planta miniatura, intermediária dentro do gênero Sarcochilus. Tamanho da flor: pequenas, cerca de 2,0-3,0 cm. Quantidade de flores: esperam-se hastes florais com muitas flores. Sarcochilus vem do grego. Sarco = carne; cheilos = lábio (refere-se ao labelo carnudo). Orquídeas monopodiais e compactas são fáceis de cultivar. Os sarcs têm atraentes folhas verdes carnudas e produzem hastes curtos com numerosas flores, algumas das quais perfumadas, como S.falcatus. (conhecidas pelos cultivadores como Sarcs). Aqueles de vocês que são amantes da história podem compreender que o gênero Sarcochilus foi estabelecido em 1810 por Robert Brown. Ventilação: Isso é crucia e também ajuda na regulação da temperatura da planta e na redução de infecções bacterianas ou fúngicas. Se não houver movimento de ar suficiente, instale meios artificiais como um ventilador";;; cultivar em locais com boa umidade atmosférica e ventilação
Coleogyne multiflora;R$ 100,00;outros;4;;Cultivo:	Aprecia local com boa claridade e boa umidade.;;;Aprecia local com boa claridade e boa umidade
Pleurothalis pectinata var alba / Acianthera pectinata alba;R$ 60,00;outros;4;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Pelatantheria insectifera;R$ 100,00;outros;4;;;;;
Coelogyne speciosa;R$ 35,00;outros;4;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;
Stanhopea bueraremensis;R$ 30,00;outros;4;;Cultivo: Em caixetas de madeira ou plástico, cestinhas bem vazadas ou mesmo vasos com muitos furos, penduradas de preferencia pois as inflorescências são basais e costumam sair por baixo. ;;; de luz solar incidente e boa umidade atmosférica
Pabstia jugosa;R$ 30,00;outros;4;;Cultivo: fácil quando se consegue manter boa umidade no ambiente de cultivo e o substrato úmido, porém sem acúmulo de água. Aceita ser plantada em vasos de plástico, de barro ou caixetas de madeira ou plástico. Prefere temperaturas mais amenas, em ambientes ventilados com aproximadamente 40% de luz solar incidente.;;;
Acampe papilosa;R$ 30,00;outros;4;;Espécie de cultivo fácil.;;sombreamento de 50%;
Pelatantheria bicuspidata;R$ 50,00;outros;4;;Dificuldade de cultivo: ;Clima: ;Sombreamento:;Umidade: 
"Paphiopedilum delenatii var albumTamanho: 3""";R$ 80,00;paphiopedilum;4;;;;Sombreamento: 60%;
Paphiopedilum British Concord x Willow Crest;R$ 60,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedilum Memoria Allegria Gutierrez x wardii var album;R$ 55,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedillum leucochillum x sukhakulii;R$ 50,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedillum Macabre Moon x Raising Eyes;R$ 50,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedillum  Samba Deception x Cocoa Cherry;R$ 65,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedillum Tokyo Excelence x Willow Crest;R$ 55,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Tokyo Excellence x Valerie Tonkin;R$ 60,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Super Shadows x Makuli Magic;R$ 50,00;paphiopedilum;4;;;;50% sombreamento;
Paph. venustum var album x Emerald Sea;R$ 60,00;paphiopedilum;4;;;;50% sombreamento;
Paphiopedilum Dr Bombay x  World Spa;R$ 65,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Debbie Robinson;R$ 50,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Samba Deception x Virginia Moffit;R$ 60,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Samba Lime;R$ 55,00;paphiopedilum;4;;;;50% sombreamento;
Paph. Dickdolly x Honey Dew;R$ 55,00;paphiopedilum;4;;;;50% sombreamento;
paphiopedillum Watercolor Artist x William Matheus;R$ 55,00;paphiopedilum;4;;;;50% sombreamento ;
Dendrobium polysema Com haste floral, Abril de 2021;R$ 45,00;outros;4;;;;;
Specklinia linearifolia Micro orquidea, com flores Abril de 2021;R$ 45,00;outros;4;;;;50% sombreamento;
Cryptophoranthus atropurpureum Com flores, Abril de 2021;R$ 25,00;outros;4;;;Clima  Intermediário  de 10 a 32ºC;50% sombreamento;
Coelogyne lawrenceana Com haste floral, Abril de 2021;R$ 30,00;outros;4;;;Clima  Intermediário  de 10 a 35ºC;;
Miltonia spectabilis semi albo Com haste floral, Abril de 2021;R$ 28,00;outros;4;;;;50% sombreamento ;
Bulbophyllum  Louis Sander x Bulbophyllum guttulatum  Com flores, Abril de 2021;R$ 50,00;outros;4;;Fácil cultivo, gosta de locais úmidos e rega constante.;;Sombreamento de 60%;
Coelogyne tomentosa  Com flores, Abril de 2021;R$ 50,00;outros;4;;;Clima:    ;50% sombreamento; Plantas com necessidades de umidade constante
Dracula mopsus Com haste floral, Abril de 2021;R$ 40,00;outros;4;;Cultivo: fácil desde que em local bastante fresco e com umidade constante.;;;cil desde que em local bastante fresco e com umidade constante
"Potinara Marie Little Angel ""Vicky""  Com botao floral, Abril de 2021";R$ 35,00;outros;4;;;;;
Bulbophyllum rothschildianum Com flores, Abril de 2021;R$ 35,00;outros;4;;Cultivo: muito fácil.;;;
Pleurothallis gelida  Com haste floral, Abril de 2021;R$ 50,00;outros;4;;;;Sombreamento: 70%;
Odontocidium Suzan Keller   Com haste floral, Abril de 2021;R$ 30,00;outros;4;;;;50% sombreamento; Plantas com necessidades de umidade constante
Dendrobium Genting Red Com haste floral, Abril de 2021;R$ 18,00;outros;4;;;Clima: Quente com bastante umidade;50% de sombreamento; Quente com bastante umidade
Masdevallia herradurae  Com flores, Abril de 2021;R$ 35,00;outros;4;;Cultivo: fácil desde que em local fresco.;;;
Epid-011;R$ 30,00;outros;4;;;;;
Degarmoara  Flying High Com haste floral, Abril de 2021;R$ 40,00;outros;4;;;;50% sombreamento; Plantas com necessidades de maior umidade ambiente e substrato levemente úmido
"Beallara Tahoma Glacier ""Sugar Sweet"" Com haste floral, Abril de 2021";R$ 35,00;outros;4;;;;50% sombreamento; Plantas com necessidades de maior umidade ambiente e substrato levemente úmido
Oncidium  Lemon Heart Com haste floral, Abril de 2021;R$ 25,00;outros;4;;Cultivo:  Pouca experiência;;50% sombreamento;
Oncidium Jungle Monarch Com haste floral, Abril de 2021;R$ 25,00;outros;4;;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 60%;Umidade no Ambiente: Média
Anathallis sp Com flores, Abril de 2021;R$ 25,00;outros;4;;;;;
"Blc. Nobiles Cancan ""Toulon"" Com Botao floral, Abril de 2021";R$ 39,00;outros;4;;Cultivo: Médio;;50% sombreamento;
"(Blc. Genesis ""Alpha"" x Blc.Golderizelle ""Nicole"") ""Pink Splash"" Com botao floral, Abril de 2021";R$ 40,00;outros;4;;;;50% sombreamento;
Paphiopedilum Yellow Master Com botao floral, Abril de 2021;R$ 70,00;outros;4;;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60%;Umidade no Ambiente: Alta
"Zygopetalum Jumpin Jack "" Big Beans""  Com botao floral, Abril de 2021";R$ 35,00;outros;4;;Planta compacta e fácil cultivo.;;;
Encyclia patens  Com haste floral, Abril de 2021;R$ 22,00;outros;4;;;clima temperado como regiões serranas;;
Koellensteinia graminea  Com flores, Abril de 2021;R$ 25,00;outros;4;;Cultivo: Planta de cultivo intermediário. Espécie que gosta de bastante luz, acima de 50% , deve-se manter o vaso sempre úmido, porém com boa drenagem.;;;
Paph. Hamlets Quest Com flores, Abril de 2021;R$ 55,00;outros;4;;;;50% sombreamento;
Dendrobium Fancy Pink 'Oriental'  Com haste floral, Abril de 2021;R$ 25,00;outros;4;;;Clima: Quente com bastante umidade;50% de sombreamento; Quente com bastante umidade
"Rhyncholaeliocattleya Marie Encantado "" Ruby Star"" Com botao floral, Abril de 2021";R$ 35,00;outros;4;;;;50% sombreamento;
Acampe ochracea   Com haste floral, Abril de 2021;R$ 65,00;outros;4;;Cultivo: relativamente fácil, mas necessita boa ventilação, local sombreado em 50% da luz solar incidente e boa umidade atmosférica.;;; da luz solar incidente e boa umidade atmosférica
Octomeria crassifolia  Com flores, Abril de 2021, planta compacta;R$ 35,00;outros;4;;Cultivo: Médio;Clima: Moderado;;
Octomeria gracilis Com flores, Abril de 2021;R$ 35,00;outros;4;;Cultivo: Médio;Clima: Moderado;;
"Epidendrum ""EPM 188""  Com haste floral, Abril de 2021";R$ 30,00;outros;4;;;;;
"Vanda tessellata  Tamanho 3""";R$ 30,00;vanda;4;;;;50% sombreamento; Plantas com necessidades de umidade constante
"Renanthera monachicaTamanho: 3""";R$ 30,00;vanda;4;;Cultivo: Fácil.;;;
Trichoglottis orchidea;R$ 110,00;vanda;4;;Cultivo em placas ou cestas.;;50%;
Ascda. Suksumran Spot x Vanda Doctor Anek;R$ 35,00;vanda;4;;Foto meramente ilustrativo podendo mudar dependendo do local de cultivo e do monitor;;;
Vanda Lumpini Red x Vanda Fuchs Fuchsia;R$ 35,00;vanda;4;;;;;
Zygopetalum maculatum;R$ 30,00;zygopetallum;4;;;;50% sombreamento;
Maxillaria tenuifolia  tem cheiro de coco;R$ 25,00;zygopetallum;4;;;;50% sombreamento;
"Ornithidium coccineumtamanho: 3""";R$ 25,00;zygopetallum;4;;Cultivo: Fácil ;;50% a 70 % de sombreamento ;
Maxillaria cogniauxiana;R$ 20,00;zygopetallum;4;;;;m;
Pabstia modestior;R$ 25,00;zygopetallum;4;;Cultivo: Necessita de substrato úmido, porém sem ficar encharcado, com boa ventilação. Cuidar para ter regas contínuas e iluminação que corte a luz solar em torno de 50%.;;;
"Maxillaria rufecens  Tamanho: 3""";R$ 25,00;zygopetallum;4;;Cultivo: Fácil.;Clima: Moderado;;
Brasiliorchis chrysantha;R$ 25,00;zygopetallum;4;;Nível de dificuldade do cultivo: Fácil;Clima: quente à fresco;Sombreamento: 60%;
Bulbophyllum alisiosum;R$ 70,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum ambrosia;R$ 20,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum arfakianum;R$ 140,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum atropurpureum;R$ 30,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum baileyi;R$ 50,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum blumei;R$ 40,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum brevibrachiatum;R$ 250,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum breviscapum;R$ 15,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum bufo;R$ 30,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum campanulatum;R$ 45,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum caudatum;R$ 140,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum clandestinum;R$ 15,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum contortisepalum yellow;R$ 600,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração, ou em até dois anos.;;;
Bulbophyllum corolliferum atropurpureum;R$ 60,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum crassipes;R$ 25,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum cruentum;R$ 70,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum dentiferum;R$ 35,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum echinolabium;R$ 80,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum elassonotum;R$ 25,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum falcatum;R$ 35,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum fascination;R$ 50,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum fascinator;R$ 110,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum immobile;R$ 170,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum involutum;R$ 25,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum laciniatum;R$ 120,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum lepidum;R$ 40,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum longisepalum;R$ 70,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum masdevalliaceum;R$ 65,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum maxillare;R$ 50,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Bulbophyllum maximum;R$ 170,00;bulbophyllum;5;; e em condições adequadas de cultivo, poderá florescer já no seu próximo período de floração.;;;
Cattleya deckeri;R$ 45,00;cattleya;5;;Materiais para cultivo”.;;;
Cattleya guttata coerulea `721;R$ 60,00;cattleya;5;;Dicas de Cultivo” disponíveis no site.;;;
Cattleya guttata coerulea `Camburi x coerulea `Eledio;R$ 90,00;cattleya;5;;As plantas são adultas e em condições adequadas de cultivo elas poderão florir no seu próximo período próprio de floração.;;;
Cattleya guttata coerulea `I x coerulea `II;R$ 50,00;cattleya;5;;As plantas são adultas e em condições adequadas de cultivo elas poderão florir no seu próximo período próprio de floração.;;;
Cattleya guttata coerulea `Lauro x coerulea `Eledio;R$ 60,00;cattleya;5;;As plantas são adultas e em condições adequadas de cultivo elas poderão florir no seu próximo período próprio de floração.;;;
